config_id,scenario,topk,chunks,pair_index,order,P_e2e_ms,D_e2e_ms,D_minus_P_ms,relative_speedup
balanced_topk1_chunks2,balanced,1,2,31,"P,D",0.8540160059928894,0.8529919981956482,-0.001024007797241211,-0.0012004893356647145
balanced_topk1_chunks2,balanced,1,2,32,"D,P",0.8550400137901306,0.8529919981956482,-0.002048015594482422,-0.002400978671329429
balanced_topk1_chunks2,balanced,1,2,33,"P,D",0.8550400137901306,0.8529919981956482,-0.002048015594482422,-0.002400978671329429
balanced_topk1_chunks2,balanced,1,2,34,"D,P",0.8540160059928894,0.8540160059928894,0.0,0.0
balanced_topk1_chunks2,balanced,1,2,35,"P,D",0.8529919981956482,0.8540160059928894,0.001024007797241211,0.001199049889059968
balanced_topk1_chunks2,balanced,1,2,36,"D,P",0.8529919981956482,0.8540160059928894,0.001024007797241211,0.001199049889059968
balanced_topk1_chunks2,balanced,1,2,37,"P,D",0.8540160059928894,0.8540160059928894,0.0,0.0
balanced_topk1_chunks2,balanced,1,2,38,"D,P",0.8540160059928894,0.8550400137901306,0.001024007797241211,0.0011976138902577177
balanced_topk1_chunks2,balanced,1,2,39,"P,D",0.8550400137901306,0.8550400137901306,0.0,0.0
balanced_topk1_chunks2,balanced,1,2,40,"D,P",0.8550400137901306,0.8540160059928894,-0.001024007797241211,-0.001199049889059968
balanced_topk1_chunks2,balanced,1,2,41,"P,D",0.8550400137901306,0.8529919981956482,-0.002048015594482422,-0.002400978671329429
balanced_topk1_chunks2,balanced,1,2,42,"D,P",0.8540160059928894,0.8540160059928894,0.0,0.0
balanced_topk1_chunks2,balanced,1,2,43,"P,D",0.8540160059928894,0.8529919981956482,-0.001024007797241211,-0.0012004893356647145
balanced_topk1_chunks2,balanced,1,2,44,"D,P",0.8540160059928894,0.8529919981956482,-0.001024007797241211,-0.0012004893356647145
balanced_topk1_chunks2,balanced,1,2,45,"P,D",0.8550400137901306,0.8540160059928894,-0.001024007797241211,-0.001199049889059968
balanced_topk1_chunks2,balanced,1,2,46,"D,P",0.8540160059928894,0.8540160059928894,0.0,0.0
balanced_topk1_chunks2,balanced,1,2,47,"P,D",0.8540160059928894,0.8540160059928894,0.0,0.0
balanced_topk1_chunks2,balanced,1,2,48,"D,P",0.8529919981956482,0.8540160059928894,0.001024007797241211,0.001199049889059968
balanced_topk1_chunks2,balanced,1,2,49,"P,D",0.8540160059928894,0.8529919981956482,-0.001024007797241211,-0.0012004893356647145
balanced_topk1_chunks2,balanced,1,2,50,"D,P",0.8540160059928894,0.8529919981956482,-0.001024007797241211,-0.0012004893356647145
balanced_topk1_chunks2,balanced,1,2,51,"P,D",0.8540160059928894,0.8601599931716919,0.00614398717880249,0.007142842293963935
balanced_topk1_chunks2,balanced,1,2,52,"D,P",0.8550400137901306,0.8591359853744507,0.004095971584320068,0.004767547459363906
balanced_topk1_chunks2,balanced,1,2,53,"P,D",0.8529919981956482,0.8540160059928894,0.001024007797241211,0.001199049889059968
balanced_topk1_chunks2,balanced,1,2,54,"D,P",0.8540160059928894,0.8540160059928894,0.0,0.0
balanced_topk1_chunks2,balanced,1,2,55,"P,D",0.8540160059928894,0.8540160059928894,0.0,0.0
balanced_topk1_chunks2,balanced,1,2,56,"D,P",0.8540160059928894,0.8540160059928894,0.0,0.0
balanced_topk1_chunks2,balanced,1,2,57,"P,D",0.8540160059928894,0.8540160059928894,0.0,0.0
balanced_topk1_chunks2,balanced,1,2,58,"D,P",0.8540160059928894,0.8529919981956482,-0.001024007797241211,-0.0012004893356647145
balanced_topk1_chunks2,balanced,1,2,59,"P,D",0.8540160059928894,0.8540160059928894,0.0,0.0
balanced_topk1_chunks2,balanced,1,2,60,"D,P",0.8529919981956482,0.8540160059928894,0.001024007797241211,0.001199049889059968
balanced_topk1_chunks2,balanced,1,2,61,"P,D",0.8529919981956482,0.8540160059928894,0.001024007797241211,0.001199049889059968
balanced_topk1_chunks2,balanced,1,2,62,"D,P",0.8540160059928894,0.8540160059928894,0.0,0.0
balanced_topk1_chunks2,balanced,1,2,63,"P,D",0.8529919981956482,0.8550400137901306,0.002048015594482422,0.0023952277805154355
balanced_topk1_chunks2,balanced,1,2,64,"D,P",0.8560640215873718,0.8560640215873718,0.0,0.0
balanced_topk1_chunks2,balanced,1,2,65,"P,D",0.8550400137901306,0.8540160059928894,-0.001024007797241211,-0.001199049889059968
balanced_topk1_chunks2,balanced,1,2,66,"D,P",0.8529919981956482,0.8550400137901306,0.002048015594482422,0.0023952277805154355
balanced_topk1_chunks2,balanced,1,2,67,"P,D",0.8540160059928894,0.8540160059928894,0.0,0.0
balanced_topk1_chunks2,balanced,1,2,68,"D,P",0.8540160059928894,0.8529919981956482,-0.001024007797241211,-0.0012004893356647145
balanced_topk1_chunks2,balanced,1,2,69,"P,D",0.8529919981956482,0.8550400137901306,0.002048015594482422,0.0023952277805154355
balanced_topk1_chunks2,balanced,1,2,70,"D,P",0.8529919981956482,0.8540160059928894,0.001024007797241211,0.001199049889059968
balanced_topk1_chunks2,balanced,1,2,71,"P,D",0.8540160059928894,0.8529919981956482,-0.001024007797241211,-0.0012004893356647145
balanced_topk1_chunks2,balanced,1,2,72,"D,P",0.8529919981956482,0.8529919981956482,0.0,0.0
balanced_topk1_chunks2,balanced,1,2,73,"P,D",0.8529919981956482,0.8540160059928894,0.001024007797241211,0.001199049889059968
balanced_topk1_chunks2,balanced,1,2,74,"D,P",0.8529919981956482,0.8540160059928894,0.001024007797241211,0.001199049889059968
balanced_topk1_chunks2,balanced,1,2,75,"P,D",0.8540160059928894,0.8540160059928894,0.0,0.0
balanced_topk1_chunks2,balanced,1,2,76,"D,P",0.8540160059928894,0.8540160059928894,0.0,0.0
balanced_topk1_chunks2,balanced,1,2,77,"P,D",0.8529919981956482,0.8529919981956482,0.0,0.0
balanced_topk1_chunks2,balanced,1,2,78,"D,P",0.8540160059928894,0.8529919981956482,-0.001024007797241211,-0.0012004893356647145
balanced_topk1_chunks2,balanced,1,2,79,"P,D",0.8304640054702759,0.8110079765319824,-0.019456028938293457,-0.02398993536597627
balanced_topk1_chunks2,balanced,1,2,80,"D,P",0.779263973236084,0.7782400250434875,-0.0010239481925964355,-0.0013157228613874209
