rank,category,name,start_us,duration_us,end_us,device,stream,grid,block,registers_per_thread,shared_memory,blocks_per_sm,warps_per_sm,estimated_occupancy_percent
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649352821953.436,160.351,3649352822113.787,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352824698.156,2.048,3649352824700.2036,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649352824747.147,233.631,3649352824980.778,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352825503.239,1.92,3649352825505.1587,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649352825550.406,246.591,3649352825796.9966,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352829400.367,1.92,3649352829402.287,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649352829450.158,156.575,3649352829606.7334,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352830109.866,1.92,3649352830111.786,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649352830157.322,237.087,3649352830394.4087,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352833675.956,1.984,3649352833677.94,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649352833725.044,158.751,3649352833883.795,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352834456.399,1.953,3649352834458.352,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649352834503.439,238.463,3649352834741.902,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352837587.26,1.92,3649352837589.1797,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649352837646.044,2229.714,3649352839875.758,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352842901.851,2.176,3649352842904.027,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649352842959.707,2241.17,3649352845200.877,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352954643.659,4106.567,3649352958750.226,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352959461.454,3.2,3649352959464.6543,0,33,,,,,,,
0,kernel,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",3649352960351.88,47.296,3649352960399.176,0,33,"[2091, 2, 1]","[256, 1, 1]",32,0,52.275002,418.200012,100
0,kernel,volta_sgemm_32x32_sliced1x4_nn,3649352961465.601,53.152,3649352961518.753,0,33,"[1, 66, 3]","[128, 1, 1]",86,32768,2.475,9.9,15
0,kernel,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3649352961519.809,4.224,3649352961524.033,0,33,"[1, 131, 1]","[32, 16, 1]",32,0,1.6375,26.200001,41
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649352961607.008,4.385,3649352961611.3926,0,33,"[262, 1, 1]","[128, 1, 1]",16,0,3.275,13.1,20
0,kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",3649352973563.671,2.496,3649352973566.167,0,33,"[66, 1, 1]","[128, 1, 1]",24,0,0.825,3.3,5
0,kernel,volta_sgemm_32x128_nn,3649352973765.27,7.296,3649352973772.566,0,33,"[1, 17, 1]","[256, 1, 1]",57,16384,0.2125,1.7,3
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649352973834.773,3.2,3649352973837.973,0,33,"[131, 1, 1]","[128, 1, 1]",16,0,1.6375,6.55,10
0,kernel,"void at::native::index_elementwise_kernel<128, 4, at::native::index_copy_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, long, long, long)::{lambda(int)#1}>(long, at::native::index_copy_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, long, long, long)::{lambda(int)#1})",3649352973967.54,4.992,3649352973972.532,0,33,"[66, 1, 1]","[128, 1, 1]",32,0,0.825,3.3,5
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352974151.379,3.136,3649352974154.515,0,33,,,,,,,
0,kernel,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",3649352974606.8,45.376,3649352974652.176,0,33,"[2036, 2, 1]","[256, 1, 1]",32,0,50.900002,407.200012,100
0,kernel,volta_sgemm_32x32_sliced1x4_nn,3649352974742.703,51.712,3649352974794.415,0,33,"[1, 64, 3]","[128, 1, 1]",86,32768,2.4,9.6,15
0,kernel,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3649352974795.407,3.968,3649352974799.375,0,33,"[1, 128, 1]","[32, 16, 1]",32,0,1.6,25.6,40
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649352974806.767,4.128,3649352974810.895,0,33,"[255, 1, 1]","[128, 1, 1]",16,0,3.1875,12.75,20
0,kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",3649352974838.895,3.584,3649352974842.479,0,33,"[64, 1, 1]","[128, 1, 1]",24,0,0.8,3.2,5
0,kernel,volta_sgemm_32x128_nn,3649352974903.854,10.017,3649352974913.871,0,33,"[1, 16, 1]","[256, 1, 1]",57,16384,0.2,1.6,3
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649352974942.959,2.719,3649352974945.678,0,33,"[128, 1, 1]","[128, 1, 1]",16,0,1.6,6.4,10
0,kernel,"void at::native::index_elementwise_kernel<128, 4, at::native::index_copy_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, long, long, long)::{lambda(int)#1}>(long, at::native::index_copy_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, long, long, long)::{lambda(int)#1})",3649352974978.606,4.48,3649352974983.086,0,33,"[64, 1, 1]","[128, 1, 1]",32,0,0.8,3.2,5
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649352975171.949,22.4,3649352975194.349,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352978798.935,4.8,3649352978803.735,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352978845.398,4.8,3649352978850.1978,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352978910.326,1.344,3649352978911.6704,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352997805.858,2.144,3649352997808.002,0,16,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649352999401.272,1.6,3649352999402.872,0,16,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353001394.507,1.632,3649353001396.1387,0,16,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353002332.262,1.632,3649353002333.894,0,16,,,,,,,
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353004420.089,20.736,3649353004440.8247,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353004623.063,2.208,3649353004625.271,0,7,,,,,,,
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353004917.494,20.768,3649353004938.262,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353005051.317,21.28,3649353005072.5967,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353005306.099,3.968,3649353005310.067,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353005394.163,3.552,3649353005397.715,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353009157.5,5.056,3649353009162.556,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353009204.827,5.056,3649353009209.8833,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353009263.515,1.344,3649353009264.8594,0,7,,,,,,,
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353009543.417,7.776,3649353009551.193,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353009659.416,1.504,3649353009660.92,0,7,,,,,,,
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353009862.199,20.416,3649353009882.615,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353009974.327,20.416,3649353009994.743,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353010094.55,3.424,3649353010097.9736,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353010174.805,3.36,3649353010178.165,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353013754.56,4.959,3649353013759.519,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353013800.159,5.024,3649353013805.183,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353013853.439,1.344,3649353013854.783,0,7,,,,,,,
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353014011.646,7.776,3649353014019.422,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353014111.997,1.472,3649353014113.469,0,7,,,,,,,
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353014305.372,20.096,3649353014325.4683,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353014407.803,18.816,3649353014426.619,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353014519.163,3.328,3649353014522.491,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353014591.93,3.328,3649353014595.2583,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353018302.435,5.472,3649353018307.907,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353018347.907,5.184,3649353018353.0913,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353018398.755,1.344,3649353018400.099,0,7,,,,,,,
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353018550.562,8.0,3649353018558.562,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353018647.713,1.504,3649353018649.217,0,7,,,,,,,
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353018824.576,18.048,3649353018842.624,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353018926.176,18.207,3649353018944.383,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353019037.023,3.296,3649353019040.319,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353019105.822,3.328,3649353019109.15,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353022565.417,4.928,3649353022570.345,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353022611.017,4.96,3649353022615.977,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353022661.832,1.344,3649353022663.1763,0,7,,,,,,,
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353022808.2,146.815,3649353022955.015,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353022958.663,1.503,3649353022960.166,0,7,,,,,,,
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353023136.23,105.407,3649353023241.637,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353023242.661,98.495,3649353023341.1562,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353023345.476,3.296,3649353023348.772,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353023414.5,3.296,3649353023417.796,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353026857.391,4.992,3649353026862.3833,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353026902.222,5.024,3649353026907.246,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353026952.398,1.344,3649353026953.742,0,7,,,,,,,
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353027098.573,129.247,3649353027227.8203,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353027235.884,1.504,3649353027237.3877,0,7,,,,,,,
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353027409.291,90.688,3649353027499.979,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353027506.827,88.895,3649353027595.722,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353027672.042,3.328,3649353027675.37,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353027744.361,3.328,3649353027747.689,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353034269.377,8.512,3649353034277.889,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353034318.913,8.832,3649353034327.745,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353034376.064,1.344,3649353034377.408,0,7,,,,,,,
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353034521.216,105.631,3649353034626.8467,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353034631.167,1.536,3649353034632.703,0,7,,,,,,,
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353034804.766,105.055,3649353034909.8213,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,kernel,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),3649353034910.749,92.543,3649353035003.292,0,17,"[2, 1, 1]","[640, 1, 1]",96,48384,0.025,0.5,1
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353035095.612,5.824,3649353035101.436,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353035190.267,5.728,3649353035195.995,0,7,,,,,,,
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353036171.221,2.24,3649353036173.4614,0,7,,,,,,,
0,kernel,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",3649353036272.853,23.807,3649353036296.66,0,7,"[1035, 2, 1]","[256, 1, 1]",32,0,25.875,207.0,100
0,kernel,volta_sgemm_32x32_sliced1x4_nn,3649353036429.332,29.376,3649353036458.708,0,7,"[1, 33, 5]","[128, 1, 1]",86,32768,2.0625,8.25,13
0,kernel,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3649353036459.7,3.456,3649353036463.1562,0,7,"[1, 65, 1]","[32, 16, 1]",32,0,0.8125,13.0,20
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649353036500.595,3.072,3649353036503.667,0,7,"[130, 1, 1]","[128, 1, 1]",16,0,1.625,6.5,10
0,kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",3649353036546.035,2.912,3649353036548.9473,0,7,"[33, 1, 1]","[128, 1, 1]",24,0,0.4125,1.65,3
0,kernel,volta_sgemm_128x32_nn,3649353036659.058,6.784,3649353036665.8423,0,7,"[1, 33, 1]","[256, 1, 1]",57,16384,0.4125,3.3,5
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649353036715.058,3.712,3649353036718.77,0,7,"[65, 1, 1]","[128, 1, 1]",16,0,0.8125,3.25,5
0,kernel,"void at::native::index_elementwise_kernel<128, 4, at::native::index_copy_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, long, long, long)::{lambda(int)#1}>(long, at::native::index_copy_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, long, long, long)::{lambda(int)#1})",3649353036749.874,6.08,3649353036755.954,0,7,"[33, 1, 1]","[128, 1, 1]",32,0,0.4125,1.65,3
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353036847.089,2.24,3649353036849.329,0,7,,,,,,,
0,kernel,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",3649353037335.822,23.008,3649353037358.8296,0,7,"[1016, 2, 1]","[256, 1, 1]",32,0,25.4,203.199997,100
0,kernel,volta_sgemm_32x128_nn,3649353037452.718,28.863,3649353037481.5806,0,7,"[1, 8, 20]","[256, 1, 1]",57,16384,2.0,16.0,25
0,kernel,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3649353037482.477,4.8,3649353037487.277,0,7,"[1, 64, 1]","[32, 16, 1]",32,0,0.8,12.8,20
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649353037820.747,3.232,3649353037823.979,0,7,"[127, 1, 1]","[128, 1, 1]",16,0,1.5875,6.35,10
0,kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",3649353037860.555,3.552,3649353037864.107,0,7,"[32, 1, 1]","[128, 1, 1]",24,0,0.4,1.6,3
0,kernel,volta_sgemm_128x32_nn,3649353037935.818,5.728,3649353037941.546,0,7,"[1, 32, 1]","[256, 1, 1]",57,16384,0.4,3.2,5
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649353037980.682,2.624,3649353037983.306,0,7,"[64, 1, 1]","[128, 1, 1]",16,0,0.8,3.2,5
0,kernel,"void at::native::index_elementwise_kernel<128, 4, at::native::index_copy_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, long, long, long)::{lambda(int)#1}>(long, at::native::index_copy_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, long, long, long)::{lambda(int)#1})",3649353038014.442,4.384,3649353038018.8257,0,7,"[32, 1, 1]","[128, 1, 1]",32,0,0.4,1.6,3
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353038121.385,2.24,3649353038123.625,0,7,,,,,,,
0,kernel,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",3649353038187.657,22.88,3649353038210.537,0,7,"[995, 2, 1]","[256, 1, 1]",32,0,24.875,199.0,100
0,kernel,volta_sgemm_32x128_nn,3649353038273.864,26.336,3649353038300.1997,0,7,"[1, 8, 20]","[256, 1, 1]",57,16384,2.0,16.0,25
0,kernel,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3649353038301.0,3.968,3649353038304.968,0,7,"[1, 63, 1]","[32, 16, 1]",32,0,0.7875,12.6,20
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649353038326.088,3.04,3649353038329.128,0,7,"[125, 1, 1]","[128, 1, 1]",16,0,1.5625,6.25,10
0,kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",3649353038354.248,1.76,3649353038356.008,0,7,"[32, 1, 1]","[128, 1, 1]",24,0,0.4,1.6,3
0,kernel,volta_sgemm_128x32_nn,3649353038410.12,6.015,3649353038416.1353,0,7,"[1, 32, 1]","[256, 1, 1]",57,16384,0.4,3.2,5
